מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
3,היינריך היינה 2,154,2023,3954000,30030-127-1,קוטג' חד משפחתי,8,25675
4,פלא יועץ 29,112,2023,2423000,30030-9-1,דירה בבית,4,21634
5,טורא 9,215,2023,8154000,30030-94-1,קוטג' חד משפחתי,8,37926
6,טורא 1,267,2022,5415000,30030-121-1,דירה בבית,7,20281
7,טורא 5,117,2022,2366000,30030-92-1,קוטג' חד משפחתי,4,20222
8,פלא יועץ 35,114,2022,215000,30030-6-1,קוטג' דו משפחתי,4,1886
9,0,436,2021,6178000,30031-70-1,קוטג' חד משפחתי,6,14170
11,טורא 2,348,2021,9900000,30030-113-1,דירה בבית,6,28448
12,פלא יועץ 7,259,2021,7500000,30030-45-2,דירה בבית,6,28958
13,פלא יועץ 31,125,2021,5775000,30030-8-1,דירה בבית,5,46200
14,טורא 33,126,2021,2200000,30030-62-2,דירה בבית,6,17460
15,טורא 33,126,2021,733000,30030-62-1,דירה בבית,6,5817
16,פלא יועץ 1,145,2021,3500000,30030-47-1,קוטג' דו משפחתי,6,24138
17,0,181,2020,10605000,30030-79-2,דירה בבית,5,58591
18,המבשר 3,178,2020,7455000,30030-105-1,קוטג' חד משפחתי,5,41882
19,המגדל 5,249,2020,5700000,30030-57-1,דירה בבית,5,22892
20,התקווה 41,185,2020,4500000,30030-18-1,דירה בבית,5,24324
21,המבשר 2,149,2020,5594000,30030-103-1,קוטג' חד משפחתי,6,37544
22,טורא 36,191,2019,6725000,30030-51-1,דירה בבית,6,35209
23,פלא יועץ 33,112,2019,4475000,30030-7-1,דירה בבית,6,39955
24,הטחנה 7,66,2018,3000000,30030-129-2,דירה בבית,3,45455
25,טורא 31,132,2018,5890000,30030-63-2,דירה בבית,5,44621
26,פלא יועץ 7,160,2018,7186000,30030-134-1,דירה בבית,5,44913
27,טורא 29,137,2017,4650000,30030-64-1,דירה בבית,5,33942
28,התקווה 12,242,2017,6000000,30030-42-1,דירה בבית,7,24793
29,המבשר 14,247,2016,7800000,30030-70-1,דירה בבית,8,31579
31,ימין משה 3,141,2016,5421000,30030-123-1,דירה בבית,5,38447
32,0,111,2015,4250000,30030-26-2,דירה בבית,4,38288
33,התקווה 27,122,2015,4250000,30030-25-1,דירה בבית,4,34836
